2,3/4/2017,12:37:10,,,
0,3/4/2017,12:38:11,30.6,30.7,-1
0,3/4/2017,12:40:11,30.5,30.4,1033
5,3/4/2017,12:40:11,,,
6,3/4/2017,12:40:19,,,
0,3/4/2017,12:42:11,30.5,30.4,1279
0,3/4/2017,12:44:11,30.6,30.5,1027
5,3/4/2017,12:44:11,,,
6,3/4/2017,12:44:19,,,
0,3/4/2017,12:46:11,30.6,30.5,1307
0,3/4/2017,12:48:11,30.6,30.7,1039
5,3/4/2017,12:48:11,,,
6,3/4/2017,12:48:19,,,
0,3/4/2017,12:50:11,30.7,30.7,1306
1,3/4/2017,12:51:10,,,
2,3/4/2017,12:52:10,,,
0,3/4/2017,12:52:11,30.6,30.7,1038
5,3/4/2017,12:52:11,,,
6,3/4/2017,12:52:19,,,
0,3/4/2017,12:54:11,30.6,30.5,1430
0,3/4/2017,12:56:11,30.6,30.3,1161
5,3/4/2017,12:56:11,,,
6,3/4/2017,12:56:19,,,
0,3/4/2017,12:58:11,30.6,30.3,1446
51,3/4/2017,13:18:39,,,
9,3/4/2017,13:18:39,,,
10,3/4/2017,13:21:39,,,
3,3/4/2017,13:21:39,,,
0,3/4/2017,13:22:39,23.7,38.2,-1
0,3/4/2017,13:24:39,23.8,40.5,625
5,3/4/2017,13:24:39,,,
6,3/4/2017,13:24:52,,,
0,3/4/2017,13:26:39,24.7,39.4,1331
0,3/4/2017,13:28:39,25.4,38.4,1081
5,3/4/2017,13:28:39,,,
6,3/4/2017,13:28:47,,,
0,3/4/2017,13:30:39,26.1,37.1,1374
0,3/4/2017,13:32:39,26.7,36.4,1122
5,3/4/2017,13:32:39,,,
6,3/4/2017,13:32:47,,,
1,3/4/2017,13:33:40,,,
0,3/4/2017,13:34:39,27.1,35.8,1413
2,3/4/2017,13:34:40,,,
0,3/4/2017,13:36:39,27.5,35.1,1149
5,3/4/2017,13:36:39,,,
6,3/4/2017,13:36:47,,,
0,3/4/2017,13:38:39,27.9,34.7,1428
0,3/4/2017,13:40:39,28.2,34.3,1160
5,3/4/2017,13:40:39,,,
6,3/4/2017,13:40:47,,,
0,3/4/2017,13:42:39,28.5,33.9,1415
0,3/4/2017,13:44:39,28.7,33.4,1150
5,3/4/2017,13:44:39,,,
6,3/4/2017,13:44:47,,,
0,3/4/2017,13:46:39,28.9,33.1,1448
0,3/4/2017,13:48:39,29.1,33,1192
